id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,sparkline_in_7d
bitcoin,btc,Bitcoin,https://assets.coingecko.com/coins/images/1/large/bitcoin.png?1547033579,29395,572042278196,1,617522834993,12397781655,29665,29380,-152.1581175085812,-0.51497,-1537733136.440796,-0.26809,19453350.0,21000000.0,21000000.0,69045,-57.38273,2021-11-10T14:24:11.849Z,67.81,43293.93447,2013-07-06T00:00:00.000Z,,2023-08-10T17:06:14.757Z,"{'price': [29107.671411490628, 29068.72166655228, 29166.28864445906, 29362.22553327804, 29232.176838879168, 29287.205910225486, 29215.037695810468, 29245.262235366434, 29258.097801696906, 29289.158250324508, 29228.811308779783, 29220.722581707367, 29172.607611740656, 29185.574650803876, 29181.163835515374, 29158.337399031203, 29137.03146339251, 29146.82862350783, 29218.412777883786, 29162.440886609107, 29162.872558628256, 29155.971784390895, 29170.958722116637, 29140.928265326016, 29150.25348478847, 29211.16828963717, 29220.587305520527, 29228.354689887525, 29255.678710525015, 29233.862484554462, 29183.67675299467, 29006.38624309287, 28994.495952653848, 28942.92963349416, 28996.862034751746, 29031.83583532943, 29080.301697276253, 29084.13576958708, 29036.497614644624, 29046.942867196485, 29052.63432879074, 29003.612343742927, 29044.975003576103, 29022.019920681818, 29012.49297178697, 29033.155958406318, 29021.640506440064, 29017.11477580366, 29011.88596931511, 28975.30565274574, 28989.54054090778, 29037.450025275615, 29012.99467622015, 28999.881653309407, 29029.779904664032, 29041.885346364976, 29036.34608849958, 29032.53883362787, 29043.013151782663, 29056.16176947457, 29046.800457023197, 29035.694244417697, 29019.350569450282, 29036.84640475083, 29028.030848530874, 29043.307262735263, 29062.06456952791, 29022.50897002412, 29058.8616045681, 29083.604181543047, 29046.521681920247, 29018.877011522873, 29031.818954761657, 28989.885944889065, 28989.31038180553, 28987.226434775825, 28978.415398708043, 29022.360916022473, 29049.80512740881, 29049.411060168142, 29044.47746048231, 29045.277701984312, 29038.83450939426, 29047.04871719228, 29044.204375577556, 29003.687203096728, 29094.937755851966, 29164.21191891594, 29106.42473929819, 29138.026317681506, 29087.51539760357, 29005.300007010057, 29019.62060227398, 29017.80836594296, 29021.93580351924, 29087.80662772714, 29031.58656951514, 29062.1721324555, 29028.33779827936, 28980.56575252021, 28803.77343032207, 28873.27659566739, 28939.72293653726, 29057.43803428618, 29070.225694922814, 29143.827243737458, 29177.023895545026, 29148.426461513198, 29178.147751873083, 29174.66776374672, 29123.54199759313, 29159.806503988184, 29157.507290990332, 29176.71673438785, 29217.803868064908, 29211.238798721963, 29156.635251846084, 29148.570452900076, 29168.036302290286, 29235.764110177046, 29321.575202904987, 29473.164036393227, 29334.48946348502, 29427.306593823123, 29513.16809849931, 29732.19922035427, 29758.98544762777, 29809.599388433326, 29842.807149423195, 29976.211985762355, 29848.20587764123, 29744.85827849708, 29779.56167125089, 29781.206621091707, 29847.466991735273, 29669.871897046327, 29702.911698425673, 29746.090645605516, 29720.533374848663, 29717.82329621223, 29777.114343557376, 29815.605876392685, 29777.5921326805, 29807.930876694587, 29861.21944948184, 30001.634376903236, 29861.475023762312, 29855.02220696453, 29751.89575378838, 29618.452798996448, 29457.9853220358, 29515.41242122224, 29482.861361988987, 29471.023335989703, 29488.73096071915, 29550.69546858824, 29585.48807737921, 29604.656432090196, 29577.377582987618, 29594.643635158216, 29561.66396781597, 29524.60662661619, 29536.0972933703, 29509.32783565772, 29482.742890913003, 29474.46714847006, 29505.243540274012, 29512.32729117928, 29509.062771578218]}"
ethereum,eth,Ethereum,https://assets.coingecko.com/coins/images/279/large/ethereum.png?1595348880,1849.28,222283221202,2,222283221202,4521458259,1862.32,1846.24,0.272511,0.01474,414967517,0.18703,120152466.320102,120152466.320102,,4878.26,-62.06329,2021-11-10T14:24:19.604Z,0.432979,427323.06592,2015-10-20T00:00:00.000Z,"{'times': 83.10411741166017, 'currency': 'btc', 'percentage': 8310.411741166017}",2023-08-10T17:06:16.524Z,"{'price': [1835.434047268587, 1832.9956463555527, 1837.7471413518688, 1840.809271736986, 1839.7029656390205, 1846.0828121106279, 1845.7872276319254, 1845.9007202860869, 1843.5518320052518, 1846.3379270831665, 1839.8245175749983, 1836.559792520925, 1834.9054606641175, 1835.4289300208402, 1834.6555765389717, 1834.4294357834883, 1832.8920669814343, 1832.4958054793806, 1835.576141028075, 1831.7588686249662, 1834.5913062229051, 1834.003473648801, 1836.23898260192, 1834.0121501161254, 1833.4947366707333, 1838.0760750517238, 1842.5434866576538, 1844.360742936594, 1846.606221714805, 1845.5822149286628, 1840.7094603912326, 1830.0556049837082, 1828.2620945108677, 1820.9190018752533, 1826.3611690638277, 1827.01260042317, 1828.6091731897468, 1829.9677993263444, 1825.9923285582518, 1827.9913433583104, 1828.867040357827, 1827.0169487352284, 1830.0195521784533, 1829.290233082759, 1828.6743182543912, 1830.1317048278472, 1828.655935120997, 1829.6506388391265, 1830.4798961968845, 1829.096173683539, 1830.701353879199, 1833.8234979051754, 1832.658303178199, 1829.8181350421219, 1832.359796707894, 1835.02411717342, 1833.8580107961475, 1833.223590149709, 1834.1123531049798, 1835.9642788813155, 1835.0705778421902, 1835.036984250423, 1833.70308489151, 1834.6988986254478, 1831.799425294107, 1833.8201088730937, 1834.3126346208205, 1831.2703094669773, 1832.7030244192802, 1834.3267227291258, 1828.9321228932238, 1828.3285906843475, 1830.257899058297, 1827.4354267452652, 1827.285678356707, 1826.4809942609988, 1826.8142135663957, 1831.7646310713578, 1830.6143903603847, 1831.0010548774544, 1829.300035953151, 1828.4160942393953, 1827.7444991512295, 1827.1503506388394, 1826.7067792702178, 1826.3203543425875, 1837.593896213566, 1842.354584404808, 1835.601505219783, 1837.853839137303, 1838.0224300368488, 1828.8955020095405, 1833.1946694638898, 1829.8627939074913, 1831.3369550014866, 1832.877462387261, 1830.6636223774672, 1834.067225549444, 1828.344332283909, 1827.0974956909263, 1816.0553010039164, 1812.590136065493, 1809.7428816252316, 1820.045061872856, 1824.1476307242542, 1824.195564739675, 1824.9374974597156, 1824.8637882893813, 1826.9334855730522, 1831.7165140863767, 1825.280392143374, 1827.053873301542, 1827.684519117508, 1830.7212591268385, 1834.0127691614766, 1832.5205133550241, 1828.1330718696145, 1828.3532791767707, 1828.359316385505, 1830.9638273232663, 1833.9222648629589, 1839.1236911228586, 1834.6911058095702, 1837.6808480624213, 1844.4056765160342, 1851.9411512528818, 1852.3663614816678, 1856.758593594615, 1858.6321492248442, 1861.137420495146, 1861.038794527561, 1856.9917733588118, 1856.3023579541916, 1855.3044895216944, 1858.93073254062, 1854.646005246793, 1853.9678830013254, 1856.030181034132, 1856.4035552470607, 1857.2933813889872, 1860.052507497782, 1861.4320818539159, 1859.4405107840385, 1861.462936701945, 1862.7373675608353, 1869.543563189576, 1860.0462900219134, 1858.7953032044368, 1853.4829658584397, 1854.4098059874523, 1847.5129498501508, 1852.5237102500823, 1850.3833067606636, 1851.2750128050302, 1851.8506017838001, 1853.838980417473, 1855.8907273266504, 1856.067547887589, 1853.6964770878797, 1854.1230132855849, 1852.0629522041068, 1851.6013053083545, 1851.28083478488, 1849.970818866853, 1850.6453213179482, 1850.5299618430458, 1850.8552125475571, 1851.4252053301798]}"
tether,usdt,Tether,https://assets.coingecko.com/coins/images/325/large/Tether.png?1668148663,0.998895,83467476037,3,83467476037,11408577084,1.001,0.997758,0.00018518,0.01854,-173160757.95509338,-0.20703,83532928351.1514,83532928351.1514,,1.32,-24.47888,2018-07-24T00:00:00.000Z,0.572521,74.52922,2015-03-02T00:00:00.000Z,,2023-08-10T17:05:00.593Z,"{'price': [0.9985973377492344, 0.9988236463582016, 0.9987983952526754, 0.9999926601902325, 0.9990060044563808, 0.9992384126800469, 0.9990856865997297, 1.0005495411144112, 0.9991758246963222, 0.9995940317753208, 0.9987177801082487, 0.9995790696499673, 0.9986798538079775, 0.9993673566254876, 0.9993508824039722, 0.9995309494939623, 0.9993779254462, 0.9983930172225605, 0.9991443126013094, 0.9990124956113314, 0.9984119499119499, 0.9990128441735335, 0.9989540760176447, 0.9992527621889835, 0.9996784394179122, 0.9991680585597749, 0.9996850751588848, 0.9991013111835939, 0.9991926046146314, 0.9990674190547494, 0.999360825162377, 0.9988181543893844, 0.999092754792069, 0.9991357632500686, 0.9972167742141245, 0.9987441648953831, 0.9988282371234258, 0.9983842508190723, 0.9986270556056244, 0.9984485216408753, 0.998563536362393, 0.9986163441723354, 0.998397617721804, 0.9985008104044488, 0.9985980138115771, 0.9981329083307433, 0.998618225463236, 0.998867769276486, 0.9985549498015631, 0.9986764144407865, 0.9988762255449668, 0.9989105198884658, 0.9991702215730347, 0.9988230572408495, 0.9989452704155735, 0.9985387044291744, 0.9987884862390091, 0.9991757031583713, 0.9989431719177496, 0.9988675763682203, 0.9989869260138814, 0.9991368336210648, 0.999296876742769, 0.998922310880406, 0.9988122935720456, 0.9989398439825123, 0.9990218338857212, 0.9988013213625089, 0.998766182379317, 0.998562553829744, 0.9987477203008854, 0.9987628633743927, 0.9984679206632591, 0.9986662095089985, 0.998645575846374, 0.9984354758980997, 0.9987132257368071, 0.9985260636669387, 0.9985685572332568, 0.9987561247532273, 0.9984848977858787, 0.998517384763786, 0.9988396585936291, 0.9979734385332882, 0.9983198416783463, 0.9982540777433548, 0.9982116864561368, 0.9990777220614989, 0.9982066204853219, 0.998123452341717, 0.9983536130906638, 0.9978436106105028, 0.998507581981844, 0.9978912569809818, 0.9978823053736934, 0.9982266360444079, 0.9978738303755537, 0.99861534260926, 0.998878381484002, 0.9984544582785725, 0.9984338441491899, 0.9989648942172741, 0.9976038003983129, 0.9993299238622965, 0.9986840653559665, 0.9986851433696973, 0.9990453607987382, 0.9985374182037632, 0.9988731533009275, 0.998988528202894, 0.9986364753428245, 0.9984728322146825, 0.9984492144948192, 0.9985264681485964, 0.9980622081332631, 0.9985541837894928, 0.9986657199815604, 0.9986710445718867, 0.9986220685037961, 0.9978013057776371, 0.9977085389142591, 0.9968526148934325, 0.9984441341357272, 0.9983499202523671, 0.9993445034346885, 0.9990257659906884, 0.9996542381201533, 0.9995814939598907, 0.9985384324623522, 0.9995154368126932, 0.9999531324464984, 0.9993944421487778, 0.9999454982095487, 0.9995606523998984, 0.9998923075266379, 0.9995263872229495, 0.9997464161687535, 0.9994800464799956, 0.9987315574002821, 0.9997501339786428, 0.9986106600032023, 0.9993834653586453, 0.9995794478209119, 0.9993838013876952, 0.9995637405673561, 1.000574275248636, 0.9991070338748439, 0.9993196824677454, 0.9991556068763843, 1.0012429628555062, 0.9996107439830269, 0.9990929411363635, 1.0006757397333554, 0.9991316241898, 0.9995553033538345, 0.9992219933018907, 0.9997120082401099, 1.0009228843491946, 0.9985502698060446, 0.999229091546357, 0.9993525655487284, 0.9990936874985513, 0.9991888148012849, 0.9997624909013803, 0.9990892472794533, 0.9987001383375377, 0.9990607589232645, 0.9986360645029532, 0.9995578472979293]}"
binancecoin,bnb,BNB,https://assets.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1644979850,241.44,37192055025,4,48346530217,358506813,244.09,241.42,-1.6913198933613671,-0.69565,-163763165.58766937,-0.43839,153856150.0,153856150.0,200000000.0,686.31,-64.75927,2021-05-10T07:24:17.097Z,0.0398177,607317.02075,2017-10-19T00:00:00.000Z,,2023-08-10T17:06:19.250Z,"{'price': [239.93577006767683, 241.06842719410446, 241.4225959910405, 241.1827364928761, 240.9209733636133, 240.6942642727375, 240.8113357915096, 240.6989878669701, 240.98760188576608, 240.72691106736497, 240.90836183539028, 241.14378745446638, 241.20127044191722, 241.38988245971123, 241.42956048168216, 241.35912104776156, 241.45838150725254, 242.1853145107347, 241.81790008233963, 241.72223565518993, 241.8570952116984, 241.97201684779964, 241.2993976436394, 241.6380392960767, 242.19553888818595, 242.17703259793726, 242.7281802564867, 242.93313156015267, 242.94991214190875, 242.3314182525552, 241.29612560093827, 241.11102779769985, 240.75747270326923, 241.1559040764526, 241.13722462505436, 241.52766779441404, 241.39022601240296, 240.27709439191668, 240.6313097562201, 240.5144127468247, 240.37518872342812, 240.68659617688792, 241.1067881687389, 240.9235246355331, 241.14260879253658, 241.25337093487138, 241.25352507890923, 241.2361751184732, 241.0726393779024, 241.1305896411616, 241.70270175173377, 241.8577406479305, 241.9270995349717, 242.24175336283497, 242.48673209359083, 242.36029114992567, 242.72571946348413, 242.6711648722564, 242.86994329989923, 242.88197000996811, 243.5036543810223, 243.30038806555805, 243.86631577068636, 244.42723227074416, 244.31267756043914, 244.46020507198193, 244.14043357327125, 244.83474747328557, 245.02380433454482, 244.4629189891644, 244.00032315348702, 244.0357565428705, 243.54912650668624, 243.2183340451604, 242.942531116706, 242.92212159564988, 243.64933603041752, 243.75219113249025, 243.43272068870795, 242.9312568683268, 242.8406612367113, 242.6961730122434, 242.77226474163075, 242.57499805629092, 243.06636305716756, 244.15530456403735, 243.81983768273128, 243.23789163013222, 243.71108009663763, 243.8442920572837, 242.6511132303741, 242.344248143683, 241.97381146968254, 242.52541035326044, 241.7620418414187, 241.97019480238825, 242.11566827538502, 241.7306909707207, 241.18605221955067, 240.7392593196371, 240.1434506931804, 240.15056630790107, 241.37007288989327, 241.17387151750836, 241.47413015544956, 241.39233638942525, 241.5179177369156, 241.73842465058874, 242.02350381080925, 241.41587415562108, 241.8152448781418, 242.07444578325718, 242.31401624947205, 242.47046885277416, 242.93710243770644, 242.58776502503744, 242.81176520957348, 242.85974033114857, 243.184373237005, 243.29698597450906, 243.55924133818647, 242.78830680413557, 243.1447651927262, 244.91684851516231, 244.88871916554288, 245.046514287942, 246.52464935579656, 246.27888583408725, 246.13179004006327, 245.98551430826478, 245.312752690707, 245.17514664070418, 245.0008311658187, 244.49113284724442, 244.25912105170158, 243.99944943359375, 244.56267509487967, 244.63026266668183, 244.62091519877757, 244.54938838894432, 245.26022870692438, 244.73757152278523, 243.83738254149753, 244.16049104330824, 245.24124142699964, 244.66289772633752, 244.57323295805725, 243.74553439582758, 243.83542519161892, 242.8492948513396, 243.28251333201075, 243.28030814574467, 243.26187907200242, 243.11062366207668, 243.52635192934483, 244.01031482836078, 243.52166421992717, 243.57171564394542, 243.64251662649602, 243.0149988894999, 243.08061200732496, 243.12539578046872, 242.18516550303892, 241.83671115634334, 241.9353437011554, 241.9185170859045, 241.95804647306767, 241.94776328760742]}"
ripple,xrp,XRP,https://assets.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1605778731,0.627339,33136267060,5,62827946285,1389013185,0.661595,0.625353,-0.025298042236901797,-3.87628,-1251210666.4732018,-3.63856,52741286353.0,99988538151.0,100000000000.0,3.4,-81.5097,2018-01-07T00:00:00.000Z,0.00268621,23292.96809,2014-05-22T00:00:00.000Z,,2023-08-10T17:06:21.755Z,"{'price': [0.6646590174706093, 0.6598367519733219, 0.6663535482570322, 0.671715830229056, 0.669942384676025, 0.6737258025183847, 0.6713826479536352, 0.6724998627428509, 0.67409557406623, 0.672679910497249, 0.6698878914027891, 0.6668739095715672, 0.6642104250823613, 0.6624840594249588, 0.6656725434286661, 0.6636992616647304, 0.6638244715830907, 0.6644360094584554, 0.6664182367848935, 0.6584058510873091, 0.6579309612866664, 0.658854594676402, 0.661353041548023, 0.6582388849972951, 0.6579947629045059, 0.662602406273898, 0.663412671500767, 0.6640104473730016, 0.6627427069973325, 0.6650042926536605, 0.662299452885226, 0.6537275492470422, 0.6526219119356066, 0.636127543529609, 0.629258644365937, 0.636057665261496, 0.6352194431543656, 0.6303951389512048, 0.6135766811250946, 0.618130860344621, 0.6216568156966505, 0.6200023184555994, 0.6217884285338227, 0.6230827566201478, 0.6230063480353278, 0.6261495545971698, 0.6282257433819847, 0.6273569878881773, 0.6268216015850213, 0.6243484658872517, 0.6247411403121633, 0.6274132766821042, 0.62399953960396, 0.6215623746213993, 0.6255526316162893, 0.6301956003614501, 0.6267982034055217, 0.6256194375675482, 0.6265724721526276, 0.6283054131743838, 0.6284302339961231, 0.6308454132986793, 0.6292356552148485, 0.6320051563472052, 0.6339595549948834, 0.6356207147875729, 0.6349673024161645, 0.6320354678869986, 0.6326717047897868, 0.6349455273319503, 0.6330385052813944, 0.6310874473355731, 0.632146083687195, 0.6304543128917677, 0.6268180593315356, 0.6260638161044526, 0.6257546739098221, 0.6286175368767647, 0.6274975529577875, 0.6267786594557756, 0.626587981045509, 0.6270314122891684, 0.6245465316120156, 0.6248185823682894, 0.6221532337189516, 0.6213810424935196, 0.625416472324309, 0.6266732516237581, 0.624807826827576, 0.6257283427014897, 0.6246322203184198, 0.6157289625258145, 0.6119855039087649, 0.6145888499943792, 0.6174386509024224, 0.6176408389835807, 0.6183865490378542, 0.6190786429535321, 0.6156082552005858, 0.6124467850977557, 0.6157419242907431, 0.6062736040224908, 0.6081128524507522, 0.6145776499436496, 0.6140931874199026, 0.6163171036642136, 0.6187446177536226, 0.6208896782619221, 0.6208379591018611, 0.62033937355926, 0.6187746770700929, 0.6193846532935611, 0.6195644360487219, 0.6232531741850383, 0.6247737741820283, 0.6184090156367391, 0.6206843524148634, 0.6185005173016013, 0.6151878262926485, 0.6162193549702372, 0.6206326912173861, 0.6274042021641408, 0.623440218823068, 0.6268007242860035, 0.6293109192484927, 0.6375082845564519, 0.6390905290309773, 0.6369164941736288, 0.6367715523452979, 0.6396699389355118, 0.6407318993146538, 0.6426367947364223, 0.6426242001562646, 0.6388921880859636, 0.6431251783653852, 0.6382443919654813, 0.6390182266045418, 0.6426268650794239, 0.6445605781981812, 0.6395307672129197, 0.643111581819312, 0.6409824416380201, 0.6431456193002743, 0.6444968560328382, 0.645346374513766, 0.6470899921579664, 0.6595490959529986, 0.6570464982340084, 0.6554870210033225, 0.6534613851880765, 0.6499040033462301, 0.6528695541873977, 0.6597114037058349, 0.657666111411877, 0.6391127587065636, 0.6383675801912161, 0.6436052062261336, 0.6407466299068433, 0.6410989190201588, 0.6405745331914428, 0.6375173270833361, 0.6375473868199313, 0.6348294578596595, 0.6292946423388611, 0.6256327049173019, 0.6278416133772975, 0.6288325056761905, 0.6301775436388797]}"
usd-coin,usdc,USD Coin,https://assets.coingecko.com/coins/images/6319/large/USD_Coin_icon.png?1547042389,0.999786,26148693807,6,26166284716,3209111405,1.002,0.99834,-0.000892063465812387,-0.08915,-91896131.81658173,-0.35021,26149301987.6288,26166893305.9371,,1.17,-14.72911,2019-05-08T00:40:28.300Z,0.877647,13.93846,2023-03-11T08:02:13.981Z,,2023-08-10T17:06:16.598Z,"{'price': [0.9997720078633543, 1.000348289048032, 1.0008457357613976, 1.0004278504208208, 1.0006511439254213, 0.9994001127141235, 1.000879261681098, 0.9994841617842051, 1.0011419101648185, 0.9996270603496721, 0.9998913503784993, 0.9996285234799422, 1.0006062082130243, 0.9991891245091566, 1.000278208896682, 1.0000217805282026, 0.9997894719683598, 1.0001629074539453, 0.9997142180686893, 0.9993105726125557, 0.9997150142524025, 0.99992495024311, 1.0008309385959704, 1.000474685892193, 1.0001542188314347, 0.9992849897757339, 0.9996297638050619, 1.0003296871593783, 0.9998269722880633, 0.9996591033925452, 0.9999634960180702, 1.000381176870472, 1.0005565979113735, 0.9994286810746562, 0.999767143858603, 1.0004248543891299, 1.0000115321082268, 0.9999659477210671, 1.0002009593602428, 1.0001167529096224, 0.999727745563998, 0.9999871395868298, 0.9999312847517597, 0.9998845496266847, 0.999529608556822, 1.0000174905436234, 0.9999106945084879, 0.9996432887851961, 1.0001190119391319, 1.0001670138534484, 0.999740795551053, 1.0003795907386963, 0.9999935067858177, 1.000071692968464, 0.999939731648495, 1.0000258590552944, 1.0001755852397805, 0.9998283296724785, 0.9998474855864251, 0.9998442769888788, 0.9996477143106158, 1.0000653828028678, 0.9999777182727544, 0.9999476232592339, 1.000073877568465, 1.0004323697328412, 0.9995372386905441, 0.9998815824020508, 1.0004250299081134, 0.9995112634056957, 1.0002782513632706, 1.0002995706322786, 0.999944755936188, 1.0001810544404446, 0.999733049630236, 1.0000781382008477, 1.0000905917259948, 0.9998335606939117, 1.0000327025611584, 0.9999482088497366, 1.0001334699907662, 0.9997224639313143, 0.9993614515043501, 0.9998135184731947, 0.9998590905438345, 1.0000055074466443, 1.0005772327750915, 0.999811419901819, 0.999889235038337, 1.0002657753577042, 0.999892281402876, 1.0004233800803317, 0.9997972039774071, 0.9997355105236857, 1.0001060906916752, 0.9997774892294915, 1.0019935773067836, 1.0002381454555083, 0.99984352283756, 0.9994602640203564, 1.0003774969165238, 0.9993907178909778, 1.000367784541828, 0.999230259325787, 1.0002467515114113, 1.0005889941049808, 0.9997608196127211, 1.0000726716840154, 1.0007122717214583, 0.9996510843122762, 0.9998279254510243, 0.99996133892196, 1.0004766536772258, 0.9991982572521257, 0.999768610997278, 0.9998985474580195, 0.9999193585277446, 1.0001092557328068, 0.999771574943623, 0.9983993680775236, 0.9990561079804892, 0.99974296081088, 0.9987147948745768, 1.0009893692048013, 1.001007439898102, 1.000457422440767, 1.0010666568740425, 0.9990368475243141, 0.9997873132094045, 0.9991237007503495, 0.9998820728371174, 1.000084807207946, 0.9996703866217697, 0.9995000621402267, 1.0002840296242206, 1.0000329085933566, 0.9998802274042505, 0.999562326560667, 1.0001112314137541, 0.9996051144691266, 1.0003302687606108, 1.0002589223267992, 1.000291142778232, 1.000509490887428, 1.0010354617150048, 0.9986868092642596, 0.9996328934289611, 0.9996486097089031, 1.0028586092131833, 0.9989888540808441, 0.9995587893323427, 1.0011871648868935, 0.9999969485367168, 1.0003442295766585, 1.0001975429322592, 1.0000019535862, 0.9998951167299236, 0.998963319081002, 0.9997935425185117, 1.0000803757109147, 1.0000431332706903, 1.0001692313099384, 1.0005426277624878, 1.0006462020172873, 1.000375816750805, 1.0000808502329481, 0.9999040169512963, 1.0001196755985073, 0.9994639532259797]}"
staked-ether,steth,Lido Staked Ether,https://assets.coingecko.com/coins/images/13442/large/steth_logo.png?1608607546,1848.71,14858580701,7,14858580701,25882129,1862.57,1845.37,-0.770921263281025,-0.04168,63418068,0.42864,8035958.89024292,8035958.89024292,8035958.89024292,4829.57,-61.71489,2021-11-10T14:40:47.256Z,482.9,282.89933,2020-12-22T04:08:21.854Z,,2023-08-10T17:06:13.431Z,"{'price': [1834.310586074048, 1831.741878119605, 1835.2146098540723, 1840.9507864420148, 1838.963908757307, 1843.8312874553405, 1845.285737705816, 1844.4347767577067, 1842.3645236459083, 1845.45249978969, 1837.5445749184285, 1835.6733965428907, 1835.2683095347893, 1834.381875823529, 1833.561229625643, 1833.831860347733, 1832.0267677948366, 1831.4832047277553, 1835.3652900076545, 1832.5366956554358, 1834.769161749016, 1835.115358501597, 1835.7002852462772, 1834.7514794199603, 1833.1401475827288, 1838.7651469062794, 1844.1346377216153, 1841.651879879072, 1844.2973296512157, 1844.4396137450904, 1840.842058722814, 1831.1350006167902, 1827.3828468894765, 1819.9858113331447, 1827.1552828164006, 1827.935967869626, 1827.8546581811747, 1829.1591862248213, 1825.9199035100426, 1827.1711044619997, 1828.8375643766858, 1827.2062161425156, 1829.1205186974576, 1829.1952565797246, 1827.2319958688345, 1827.9636375688276, 1826.9132639443467, 1826.9574487528316, 1829.3736626898365, 1827.5682974438168, 1830.980377643771, 1833.603967735265, 1830.4814247213583, 1829.8280535003844, 1831.461641442608, 1833.6786029689179, 1833.2469445174188, 1831.47887282837, 1832.5847958053064, 1833.782838167529, 1835.100504793616, 1832.9424417232121, 1831.165000586475, 1832.7029581645306, 1830.3553600741955, 1832.3582948284318, 1832.9314626386504, 1829.4150897671693, 1830.9497107525592, 1831.3113441723658, 1827.5722404708094, 1825.10955236899, 1827.8188548944854, 1825.0971796512288, 1825.0400192816958, 1824.8171487068623, 1826.352340992005, 1831.2338256243202, 1829.4606590309713, 1831.0394210533816, 1829.149983502667, 1827.442554392476, 1828.3028371983266, 1827.0182461180545, 1826.2352825535975, 1826.1903236301528, 1836.7621492824173, 1841.073560863884, 1834.0210991195333, 1836.3679361197646, 1836.0277882065936, 1828.6365443949949, 1830.639118412538, 1829.0470386979073, 1830.1775037747332, 1832.5455211755423, 1830.1530265030444, 1832.349901166248, 1829.23726296543, 1821.8786000396826, 1809.975601432815, 1806.3522723761369, 1805.00517545915, 1821.8864025432626, 1816.5264809505995, 1819.4673865510283, 1823.8640821486747, 1824.5312339651427, 1823.665648258513, 1827.0440092995118, 1825.8303394255668, 1824.9629903305581, 1824.693603671748, 1825.4146680663557, 1828.821101019674, 1829.545874978453, 1827.7621844735042, 1828.2877142664272, 1828.636948256942, 1829.9487576209212, 1832.0020235175778, 1839.438672592719, 1834.2310356501246, 1836.4605258733081, 1843.6561652255373, 1852.1024902420913, 1850.760083839967, 1854.7373573061875, 1856.3407951458755, 1859.1693548456867, 1862.2771661212555, 1857.5003937814051, 1856.7951332187026, 1855.74743386535, 1858.0873490713366, 1852.5954969241038, 1854.1684053984136, 1855.9522773164142, 1855.3616915288676, 1856.5993982000268, 1859.5512591742136, 1860.9415857617512, 1859.4773105046656, 1861.4415235147367, 1862.2597273013719, 1867.535083219514, 1860.285679807765, 1859.6615635605087, 1852.9286883552816, 1852.6357287538904, 1846.278604107522, 1852.177010536333, 1849.5756371932796, 1851.2347567443842, 1853.3350011079103, 1853.7403633080967, 1855.3594032561637, 1856.1569743567507, 1852.7621344639126, 1854.3840539854955, 1850.4736152830033, 1849.3261963981263, 1851.2393482645898, 1849.1862951785708, 1849.6377390600317, 1848.9598383689013, 1850.8879232798392, 1850.6285912482524, 1851.5145141502394]}"
